Date/Time,ActivePower_kW,WindSpeed_mps,TheoreticalPowerCurve_kWh,WindDirection_deg
2018-04-21 04:00:00,909.2402648925773,7.041953404744461,1041.0303668814956,32.8029813766479
2018-04-21 05:00:00,698.3759053548173,6.261936982472733,720.7671519507903,31.555178324381462
2018-04-21 06:00:00,481.55094401041623,5.563589652379348,492.16580744439284,32.34002812703445
2018-04-21 07:00:00,518.784240722656,5.554468393325802,498.5789575415103,29.476511955261184
2018-04-21 08:00:00,1267.7780761718716,7.433847347895298,1249.3501492723838,29.865936597188266
2018-04-21 09:00:00,1504.2328084309866,7.857471625010167,1457.8689357843468,27.38826147715245
2018-04-21 10:00:00,1271.3229980468716,7.5919485886891644,1315.0157542216816,17.271376768747917
2018-04-21 11:00:00,1536.7868245442667,8.236582040786741,1669.7173132073467,15.101173559824566
2018-04-21 12:00:00,1394.1971638997366,7.810970624287916,1426.1185344244234,18.2630281448364
2018-04-21 13:00:00,967.0338033040362,6.894676923751825,973.3898658245662,21.859731674194283
2018-04-21 14:00:00,891.6353759765615,6.813451846440626,937.6165549445109,21.0662132898966
2018-04-21 15:00:00,641.2327880859369,6.148838361104325,677.3450616713517,21.118183453877734
2018-04-21 16:00:00,425.72755432128866,5.552901824315383,489.72864269607106,14.8194813728332
2018-04-21 17:00:00,297.3018137613927,4.99636546770731,344.9930484783061,38.2991727193196
2018-04-21 18:00:00,529.1954905192052,6.135336875915524,673.8450113563462,73.61233266194658
2018-04-21 19:00:00,539.0333709716791,5.878894011179601,598.3371822434602,75.82938893636062
2018-04-21 20:00:00,177.76464144388808,3.897298812866207,116.32213991440538,89.13347880045563
2018-04-21 21:00:00,31.116959730783964,3.1803455352783168,33.29941785201495,96.58053461710591
2018-04-21 22:00:00,16.094844977060898,3.0940339962641352,15.143078485564565,60.198207855224574
2018-04-21 23:00:00,193.78279813130666,4.550067504247025,247.57408410053662,46.428525288899685
2018-04-22 00:00:00,417.49541219075485,5.602002859115594,511.59939276599124,49.898960113525355
2018-04-22 01:00:00,291.8968149820958,5.134272972742711,373.4138078350438,51.40515200297033
2018-04-22 02:00:00,373.9418080647782,5.4628296693166085,465.00750361696834,54.56874847412104
2018-04-22 03:00:00,357.1289545694984,5.4057071208953795,467.03937922112954,62.210887273152615
2018-04-22 04:00:00,311.1682612101235,5.211196660995479,410.3557034877775,71.11528269449862
2018-04-22 05:00:00,69.01288080215434,3.6995936632156337,100.77634657148081,81.68656031290685
2018-04-22 06:00:00,0.0,1.9194311698277733,0.0,93.3543141682942
2018-04-22 07:00:00,0.0,1.7924434940020184,0.0,73.97016970316564
2018-04-22 08:00:00,0.0,1.9783068497975618,0.0,55.85479927062983
2018-04-22 09:00:00,0.0,1.7954329848289434,0.0,19.960632960001565
2018-04-22 10:00:00,0.0,1.8787196477254167,0.0,220.14038491249053
2018-04-22 11:00:00,0.0,1.6600233316421449,0.0,188.80373239517186
2018-04-22 12:00:00,0.6390766700108833,2.796901345252985,29.07674129873128,84.2817382812499
2018-04-22 13:00:00,0.0,1.499349673589065,0.0,205.83885192871034
2018-04-22 14:00:00,0.0,1.1904855469862599,0.0,213.69938405354785
2018-04-22 15:00:00,0.0,0.7047514319419856,0.0,190.33718490600532
2018-04-22 16:00:00,0.0,1.0177176495393103,0.0,79.21060371398922
2018-04-22 17:00:00,0.0,0.7787566979726148,0.0,94.80572509765597
2018-04-22 18:00:00,0.0,0.5450409750143683,0.0,81.32867685953761
2018-04-22 19:00:00,0.0,0.8698923190434762,0.0,245.20160166422465
2018-04-22 20:00:00,0.0,0.777690569559731,0.0,233.8307679494218
2018-04-22 21:00:00,0.0,1.1940949559211702,0.0,124.36928049723274
2018-04-22 22:00:00,0.0,0.8382696111996945,0.0,146.29896672566682
2018-04-22 23:00:00,0.0,1.8122688134511291,0.0,101.16602961222326
2018-04-23 00:00:00,0.0,1.7505924900372782,0.0,87.34721120198562
2018-04-23 01:00:00,0.0,2.1078864534695883,5.013902037668833,127.78138224283816
2018-04-23 02:00:00,125.66665649414033,4.297200202941888,185.39843442426215,166.17824808756467
2018-04-23 03:00:00,122.1299756367999,4.766906420389805,285.494813382426,185.17448170979785
2018-04-23 04:00:00,194.7894401550291,5.339326620101925,429.5561251028251,209.937502543131
2018-04-23 05:00:00,395.8830006917313,5.673729022343949,521.9417978509143,219.45783487955683
2018-04-23 06:00:00,467.9624684651688,5.8599917888641295,580.9526200553593,218.86078389485635
2018-04-23 07:00:00,240.16152604420947,4.575146317481988,270.4040852014108,211.8524500528965
2018-04-23 08:00:00,24.0681564013163,2.3455718159675567,19.688089680067602,237.71951802571564
2018-04-23 09:00:00,0.0,1.8921815156936583,0.0,273.47236633300736
2018-04-23 10:00:00,0.0,1.9612293640772434,0.0,285.96906534830686
2018-04-23 11:00:00,0.0,2.5823156833648633,4.357511392390133,294.41552225748666
2018-04-23 12:00:00,0.0,2.80240635077158,0.0,292.51533508300736
2018-04-23 13:00:00,0.0,2.8014429807662915,4.754323444040133,301.50629170735635
2018-04-23 14:00:00,0.0,2.4666165113449017,0.0,324.7468465169265
2018-04-23 15:00:00,15.770984649658201,3.2190068165461163,50.42113636016247,72.03738057116662
2018-04-23 16:00:00,262.8709131876623,5.072989702224729,361.13836547911336,34.28858979543047
2018-04-23 17:00:00,655.3041992187495,6.511165301005042,824.9601957953117,46.84861246744783
2018-04-23 18:00:00,1051.1683959960912,7.408663113911939,1213.5747336887482,47.8379516601562
2018-04-23 19:00:00,734.2869059244778,6.73223463694254,908.0447753645739,52.20286750793451
2018-04-23 20:00:00,493.41948954264285,6.008888721466058,628.2390859592315,51.50008138020829
2018-04-23 21:00:00,614.8473002115883,6.359564701716102,753.7825499163083,62.03485171000159
2018-04-23 22:00:00,393.9434458414712,5.788356065750116,558.2122885614045,71.5942141215006
2018-04-23 23:00:00,238.409461975097,4.949405590693152,326.9422299196968,65.67822901407872
2018-04-24 00:00:00,258.07696533203085,5.0617539087931265,352.9165243580807,62.210358301798465
2018-04-24 01:00:00,261.2001012166335,5.033359527587884,345.1551498570245,65.28808212280269
2018-04-24 02:00:00,189.5944531758622,4.64722633361816,262.15814904438827,74.0146980285644
2018-04-24 03:00:00,79.71182909607869,3.4286565383275303,55.756729702812265,98.93714396158833
2018-04-24 04:00:00,197.224934895833,4.5591090122858615,249.86174408358667,112.34769948323533
2018-04-24 05:00:00,461.14039103190066,5.961218357086178,633.9009821898721,123.20433298746717
2018-04-24 06:00:00,25.703502734502134,2.601906677087145,41.12561324087983,109.97473907470642
2018-04-24 07:00:00,0.0,2.73524101575215,3.149079832834867,76.44258371988929
2018-04-24 08:00:00,0.0,2.372636655966435,0.0,68.50238355000808
2018-04-24 09:00:00,0.0,2.4195866584777783,0.0,55.30166753133133
2018-04-24 10:00:00,7.225576400756833,3.0305823882420815,27.5516823053714,45.51850891113276
2018-04-24 11:00:00,26.293350537617954,3.1777580181757585,26.257174840031414,52.60255813598629
2018-04-24 12:00:00,13.193068544069893,3.178188323974607,33.674631038000314,53.06098047892247
2018-04-24 13:00:00,6.392802760004984,2.8015051285425763,7.969591267320383,36.839176813761334
2018-04-24 14:00:00,17.352522924542427,3.1670008103052716,33.9930574665772,57.32948303222651
2018-04-24 15:00:00,200.10335159301715,4.7187047004699645,271.91987962700904,59.93525822957352
2018-04-24 16:00:00,371.3701502482092,5.607676982879634,509.1523516899795,66.69523620605463
2018-04-24 17:00:00,633.9341125488278,6.51761698722839,817.4038564449714,70.51104227701816
2018-04-24 18:00:00,498.9419606526688,6.049188375473019,646.8058869229941,66.8154455820719
2018-04-24 19:00:00,383.0561319986977,5.597926775614417,498.95566776459015,60.461934407552036
2018-04-24 20:00:00,202.28594589233367,4.68889506657918,269.8909624301095,54.569760640462185
2018-04-24 21:00:00,63.63137753804495,3.8023361365000383,102.4669120474578,69.88342348734533
2018-04-24 22:00:00,3.55730823675791,2.9619270960489885,13.226939883833282,62.94846916198725
2018-04-24 23:00:00,0.0,2.621130307515457,0.0,54.75515047709141
2018-04-25 00:00:00,0.0,2.4611064990361498,0.0,41.77736790974928
2018-04-25 01:00:00,0.0,2.32167216142018,3.238131635481,43.97096316019688
2018-04-25 02:00:00,0.0,2.7111201286315865,3.0492500089623333,50.876946131388316
2018-04-25 03:00:00,0.0,2.3472501238187102,4.6126759251694,62.39299519856767
2018-04-25 04:00:00,0.0,2.703257958094275,8.551214538219332,66.70648956298824
2018-04-25 05:00:00,0.0,2.3943863312403315,0.0,55.08602333068843
2018-04-25 06:00:00,0.0,1.7483103672663332,0.0,31.870776017506884
2018-04-25 07:00:00,0.0,1.9572233359018918,0.0,23.58062171936032
2018-04-25 08:00:00,0.0,2.4494234919547986,0.0,39.90538724263505
2018-04-25 09:00:00,0.0,3.107747515042618,21.92432218361695,77.79912948608397
2018-04-25 10:00:00,0.0,2.839228510856623,7.999259196355517,67.36500612894689
2018-04-25 11:00:00,0.0,2.6878757874170867,5.133513451042133,55.80554517110185
2018-04-25 12:00:00,0.0,3.0973795255025167,17.371305080067184,31.991711298624637
2018-04-25 13:00:00,0.6492569843928017,3.013599991798397,12.131093921766167,22.333690325419052
2018-04-25 14:00:00,241.18176110585486,4.90930517514546,326.1040028780333,19.062299728393516
2018-04-25 15:00:00,285.5023829142248,5.038522640864049,356.66886529291554,29.21308294932042
2018-04-25 16:00:00,412.065317789713,5.691759188969925,529.9360358891972,31.357390085856068
2018-04-25 17:00:00,465.411727905273,5.9224480787912945,603.6562539657733,40.373083750406835
2018-04-25 18:00:00,552.9345957438146,6.23487790425618,707.4968743436958,44.48085149129226
2018-04-25 19:00:00,492.5297495524083,6.005668719609574,631.1462375389298,62.70735168457026
2018-04-25 20:00:00,317.9017003377275,5.354143619537349,430.5257353568895,64.10486157735185
2018-04-25 21:00:00,545.4536336263019,6.136496861775714,673.860304880909,67.79691569010413
2018-04-25 22:00:00,531.2671457926427,6.191675027211503,691.7897711938303,72.75053405761714
2018-04-25 23:00:00,453.59438069661434,6.0625398159027055,646.5299519230339,77.67360560099276
2018-04-26 00:00:00,501.17004903157516,6.121912876764928,671.1771224648177,74.99334081013991
2018-04-26 01:00:00,500.3771921793614,6.043504476547233,639.2963980522887,62.69763120015457
2018-04-26 02:00:00,513.5287679036455,6.068853139877313,648.9010943909476,61.84594217936191
2018-04-26 03:00:00,604.2034912109372,6.310238520304357,733.9831972279206,59.619319915771435
2018-04-26 04:00:00,609.1229553222652,6.417659441630042,775.8209597004492,63.81650352478024
2018-04-26 05:00:00,702.5560506184892,6.649598280588781,866.5900187742424,66.35330581665035
2018-04-26 06:00:00,674.0983683268227,6.5997359752654985,847.6608631562034,70.06532796223952
2018-04-26 07:00:00,608.7183227539057,6.277880827585851,723.5528428041274,68.85103734334307
2018-04-26 08:00:00,441.2026875813797,5.593208551406856,524.3096930784724,66.52936108907058
2018-04-26 09:00:00,370.1141484578448,5.225012779235835,402.79156180507516,60.63005638122553
2018-04-26 10:00:00,682.0661671956378,6.345179160435992,768.2190240336555,60.82116190592442
2018-04-26 11:00:00,649.6197611490882,6.123964468638099,697.8211276504016,55.241968790690045
2018-04-26 12:00:00,536.8088175455723,5.732249657313023,542.2081116032992,40.855038642883265
2018-04-26 13:00:00,687.3743184407549,6.27839612960815,731.0874353547478,50.59542465209958
2018-04-26 14:00:00,649.2035573323552,6.2329912980397495,725.7003432685166,51.28460311889642
2018-04-26 15:00:00,843.6444651285789,6.645790179570511,946.297807147539,71.7110951741536
2018-04-26 16:00:00,566.0852305094386,5.521998961766557,615.0555986450381,138.99432627359988
2018-04-26 17:00:00,320.19027614593494,5.1842979987462305,447.4401514457185,101.90926615397113
2018-04-26 18:00:00,105.6888963381448,3.8025724887847865,153.56847332810366,79.99858601888015
2018-04-26 19:00:00,0.0,3.150792857011155,40.72156581164313,76.87333170572913
2018-04-26 20:00:00,0.0,1.4434301555156657,0.0,50.07833099365229
2018-04-26 21:00:00,0.0,1.7854792177677077,0.0,301.686635335286
2018-04-26 22:00:00,0.0,2.2681193351745548,0.0,275.0991465250645
2018-04-26 23:00:00,0.0,2.4658483266830413,0.0,315.4121042887363
2018-04-27 00:00:00,5.132004578908276,3.1745274861653616,36.88635355639354,329.0680643717442
2018-04-27 01:00:00,6.262781778971333,3.171322822570797,26.84590725968232,303.472015380859
2018-04-27 02:00:00,0.7665671507517483,3.0788258711496916,19.112999314413784,227.87730801105462
2018-04-27 03:00:00,143.0889005661007,4.4486053387323965,223.08291936634635,43.69894091288243
2018-04-27 04:00:00,346.82876586914034,5.550295909245805,486.8290596765258,47.03980509440097
2018-04-27 05:00:00,468.6266326904292,6.020696878433223,633.7574723931335,58.4790617624918
2018-04-27 06:00:00,626.7815551757808,6.519499063491815,816.5489319485877,58.3044827779134
2018-04-27 07:00:00,575.5829722086585,6.179451942443843,698.4901247530246,64.89044062296544
2018-04-27 08:00:00,528.776473999023,6.04371086756388,650.3992326620033,67.94986788431798
2018-04-27 09:00:00,316.1138203938797,5.035723129908237,358.9710352989246,59.79158910115553
2018-04-27 10:00:00,433.3713429768877,5.452502012252801,466.40325912063946,48.37137603759762
2018-04-27 11:00:00,628.2461090087885,6.058070103327428,664.2446735620275,33.56847000122065
2018-04-27 12:00:00,935.8517862955727,6.941886822382602,990.2763747138864,35.074438412984165
2018-04-27 13:00:00,1121.5788370768184,7.4375624656677175,1228.80837198103,36.58995056152338
2018-04-27 14:00:00,980.974416097004,7.048095464706415,1053.0527291263531,42.94388643900552
2018-04-27 15:00:00,2048.3688151041647,9.478196620941157,2446.7211339356,50.770468393961515
2018-04-27 16:00:00,2561.805664062497,10.7824581464131,3138.5290848096615,59.24477577209467
2018-04-27 17:00:00,2651.70393880208,10.955141544341984,3238.92924667501,60.810306549072216
2018-04-27 18:00:00,3226.24182128906,12.333639939625982,3549.5051609364764,66.59815851847327
2018-04-27 19:00:00,3214.7328287760397,12.248138268788617,3514.4797587165717,70.73286819458002
2018-04-27 20:00:00,3337.2676595052067,12.598845163981068,3564.5377917214214,69.94916152954097
2018-04-27 21:00:00,3580.0114746093714,13.267309983571316,3599.60429210443,69.20371882120764
2018-04-27 22:00:00,3445.4145100911433,12.825634797414102,3591.6193152146666,69.7492968241373
2018-04-27 23:00:00,3407.594645182288,12.629909992217966,3578.023259094127,66.3904329935709
2018-04-28 00:00:00,3015.77404785156,11.917750199635783,3490.9978988415387,70.50081125895179
2018-04-28 01:00:00,2707.697021484372,11.2230598131815,3337.000305830225,74.3685175577799
2018-04-28 02:00:00,3202.7882080078084,12.210878531138066,3545.9585849303185,72.2100702921549
2018-04-28 03:00:00,3078.4625244140584,11.90338993072505,3481.007751791552,73.6869481404622
2018-04-28 04:00:00,3007.8343098958317,11.9325283368428,3501.64108591963,75.28013102213535
2018-04-28 05:00:00,3293.2163492838517,12.577576637268017,3571.116523887855,70.33990732828772
2018-04-28 06:00:00,3328.6848144531214,12.49597326914465,3566.095951933117,71.61835988362627
2018-04-28 07:00:00,2761.7903238932286,11.104063351949016,3295.683751311785,73.78445561726883
2018-04-28 08:00:00,2823.6158447265584,11.010351657867384,3257.8444266983984,71.99184036254879
2018-04-28 09:00:00,2832.2941487630164,10.9792550404866,3244.615624099682,69.41940816243483
2018-04-28 10:00:00,2947.1601562499964,11.315568288167265,3361.472297737308,62.67289733886711
2018-04-28 11:00:00,1426.00132242838,7.916766802469884,1508.3827008699484,59.138305664062436
2018-04-28 12:00:00,261.3597513834622,7.042840878168737,1052.529214376664,42.763766606648716
2018-04-28 13:00:00,550.928578694661,6.625763893127438,861.315057383384,55.368967056274364
2018-04-28 14:00:00,883.3295593261709,6.636070966720577,884.6225009836262,57.686894734700445
2018-04-28 15:00:00,2943.518025716145,11.469616731007832,3365.0365738360415,63.611892700195284
2018-04-28 16:00:00,3067.9255371093714,11.606630007425899,3426.3355741988635,64.267162322998
2018-04-28 17:00:00,3449.8619791666647,13.62683836619055,3582.6473033597154,73.23069254557285
2018-04-28 18:00:00,3600.2889811197897,15.689001719156849,3600.0,76.14626057942705
2018-04-28 19:00:00,3550.8719482421834,14.198190053303984,3600.0,76.30640792846675
2018-04-28 20:00:00,3574.4386800130183,14.63891681035355,3600.0,76.55983606974281
2018-04-28 21:00:00,3587.7508138020835,14.138914903004917,3600.0,73.92507044474279
2018-04-28 22:00:00,3259.9274902343714,12.339470068613634,3537.380653012195,72.74296061197911
2018-04-28 23:00:00,3350.36584472656,12.477149963378869,3574.6279557375315,72.15870539347327
2018-04-29 00:00:00,2833.787679036455,11.4355883598327,3397.296481530128,74.188309987386
2018-04-29 01:00:00,2068.6484781901,10.059150377909313,2799.9376544811453,77.00049972534177
2018-04-29 02:00:00,654.737960815428,5.764493783315017,730.3125057617866,86.18645858764643
2018-04-29 03:00:00,151.47481536865183,3.885932803153987,108.62420207684147,98.01964950561519
2018-04-29 04:00:00,391.2798156738275,4.917094310124708,330.2034468740882,103.0036824544265
